tweet-sno-1	Q0	vclaim-sno-trump-obama-emoluments	2	2.15871758	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-removes-name-from-hotels	3	2.09336734	rank_svm
tweet-sno-1	Q0	vclaim-sno-trumps-muslim-ban-exclude-countries-businesses	4	1.73302207	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-financial-interests-saudi-arabia	5	1.72469538	rank_svm
tweet-sno-1	Q0	vclaim-sno-david-brooks-trump-needs-to-decide-if-he-prefers-to-resign-be-impeached-or-get-assassinated	6	1.67387225	rank_svm
tweet-sno-1	Q0	vclaim-sno-general-eaton-iran-deal	7	1.25118018	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-iran-tweets-obama	8	1.01302154	rank_svm
tweet-sno-1	Q0	vclaim-sno-kuwait-moves-event-four-seasons-trump-hotel	9	0.9470927	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-to-nuke-mexico	10	0.79851467	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-revoke-executive-order	11	0.76243372	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-voter-interference	12	0.59159869	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-rally-arrested-tweet	13	0.46582317	rank_svm
tweet-sno-1	Q0	vclaim-sno-mar-a-lago-neighbors-legal-action	14	0.42655731	rank_svm
tweet-sno-1	Q0	vclaim-sno-newsmax-biden-pence	15	0.40109638	rank_svm
tweet-sno-1	Q0	vclaim-sno-trumps-first-order-flag-burning	16	0.2195187	rank_svm
tweet-sno-1	Q0	vclaim-sno-donald-trump-wrote-that-being-an-atheist-gave-him-a-business-edge	17	0.17951064	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-wants-executive-order-abolishing-impeachment	18	0.17090849	rank_svm
tweet-sno-1	Q0	vclaim-sno-graham-christian-death-camps	19	0.16332382	rank_svm
tweet-sno-1	Q0	vclaim-sno-trump-obama-nfl-tweet	20	0.13440323	rank_svm
tweet-sno-2	Q0	vclaim-sno-us-army-sending-texts-on-draft	1	6.67959363	rank_svm
tweet-sno-2	Q0	vclaim-sno-danske-bank-text-scam	2	3.48744749	rank_svm
tweet-sno-2	Q0	vclaim-sno-dew-water-tanzania	3	2.00253549	rank_svm
tweet-sno-2	Q0	vclaim-sno-trump-bringing-back-draft	4	1.75250941	rank_svm
tweet-sno-2	Q0	vclaim-sno-11-marines-this-week	5	1.31043228	rank_svm
tweet-sno-2	Q0	vclaim-sno-obamas-50-lies	6	1.16763579	rank_svm
tweet-sno-2	Q0	vclaim-sno-delivery-courier-scam	7	1.00501527	rank_svm
tweet-sno-2	Q0	vclaim-sno-hail-satan-hidden-10000-bill	8	0.96594503	rank_svm
tweet-sno-2	Q0	vclaim-sno-dear-rich-bastard	9	0.92971847	rank_svm
tweet-sno-2	Q0	vclaim-sno-dollar-store	10	0.84235729	rank_svm
tweet-sno-2	Q0	vclaim-sno-credit-card-scams	11	0.8197932	rank_svm
tweet-sno-2	Q0	vclaim-sno-china-seed-mailings	12	0.36527141	rank_svm
tweet-sno-2	Q0	vclaim-sno-absentee-ballots-undeliverable	13	0.31076537	rank_svm
tweet-sno-2	Q0	vclaim-sno-trump-subscription-box	14	0.21265807	rank_svm
tweet-sno-2	Q0	vclaim-sno-will-jaden-smith-death-hoax	15	0.1888542	rank_svm
tweet-sno-2	Q0	vclaim-sno-parcel-delivery-service	16	0.16640539	rank_svm
tweet-sno-2	Q0	vclaim-sno-package-delivery-failure-virus	17	0.1517896	rank_svm
tweet-sno-2	Q0	vclaim-sno-airline-ticket-giveaway-scam	18	0.14731969	rank_svm
tweet-sno-2	Q0	vclaim-sno-company-anniversary-free-product-scam	19	0.14405803	rank_svm
tweet-sno-2	Q0	vclaim-sno-dollar-general-coupon	20	0.14121838	rank_svm
tweet-sno-3	Q0	vclaim-sno-us-army-sending-texts-on-draft	1	3.87969895	rank_svm
tweet-sno-3	Q0	vclaim-sno-soldier-rude-mat-retailer	2	1.52950925	rank_svm
tweet-sno-3	Q0	vclaim-sno-obama-attach-personal-message-letter-wrote-trump	3	1.15664548	rank_svm
tweet-sno-3	Q0	vclaim-sno-white-house-quarantine-text	4	1.00253154	rank_svm
tweet-sno-3	Q0	vclaim-sno-tank-silencer-photo	5	0.98081347	rank_svm
tweet-sno-3	Q0	vclaim-sno-christmas-card-ban-military	6	0.95518945	rank_svm
tweet-sno-3	Q0	vclaim-sno-uncancelled-stamps-mail-bombs	7	0.92660603	rank_svm
tweet-sno-3	Q0	vclaim-sno-the-last-letter	8	0.89759137	rank_svm
tweet-sno-3	Q0	vclaim-sno-chow-down-2	9	0.86985709	rank_svm
tweet-sno-3	Q0	vclaim-sno-marines-corps-rebuke-pelosi	10	0.85270929	rank_svm
tweet-sno-3	Q0	vclaim-sno-high-five	11	0.83942768	rank_svm
tweet-sno-3	Q0	vclaim-sno-trump-if-soldiers-were-real-patriots	12	0.82428987	rank_svm
tweet-sno-3	Q0	vclaim-sno-new-medicare-card-scam	13	0.81941366	rank_svm
tweet-sno-3	Q0	vclaim-sno-flagging-interest-2	14	0.30494705	rank_svm
tweet-sno-3	Q0	vclaim-sno-obama-salute-veterans-day	15	0.20538177	rank_svm
tweet-sno-3	Q0	vclaim-sno-ceremonial-swords	16	0.19270648	rank_svm
tweet-sno-3	Q0	vclaim-sno-trump-executive-order-retired-air-force-pilots	17	0.1503384	rank_svm
tweet-sno-3	Q0	vclaim-sno-bernie-sanders-forever-stamps	18	0.14597317	rank_svm
tweet-sno-3	Q0	vclaim-sno-bill-602p	19	0.14198553	rank_svm
tweet-sno-3	Q0	vclaim-sno-national-naval-hospital	20	0.13838936	rank_svm
tweet-sno-4	Q0	vclaim-sno-video-of-drone-strike-soleimani	1	5.45893247	rank_svm
tweet-sno-4	Q0	vclaim-sno-eric-trump-tweet-iran-strike	2	4.0035121	rank_svm
tweet-sno-4	Q0	vclaim-sno-obama-officials-iran-policy	3	3.10976844	rank_svm
tweet-sno-4	Q0	vclaim-sno-palin-us-already-attacked-iran	4	2.22003857	rank_svm
tweet-sno-4	Q0	vclaim-sno-embassy-meme	5	2.21338571	rank_svm
tweet-sno-4	Q0	vclaim-sno-rumors-of-war	6	1.92109444	rank_svm
tweet-sno-4	Q0	vclaim-sno-jet-threat	7	1.59851578	rank_svm
tweet-sno-4	Q0	vclaim-sno-attempted-robbery-target-field	8	1.28708544	rank_svm
tweet-sno-4	Q0	vclaim-sno-clinton-airstrike-impeachment	9	0.91711657	rank_svm
tweet-sno-4	Q0	vclaim-sno-obama-wasnt-arrested	10	0.64469279	rank_svm
tweet-sno-4	Q0	vclaim-sno-cov-19-inscribed-on-5g-board	11	0.60602798	rank_svm
tweet-sno-4	Q0	vclaim-sno-hunter-biden-malia-obama-cocaine	12	0.5385256	rank_svm
tweet-sno-4	Q0	vclaim-sno-india-air-strike-pakistan-video	13	0.36124861	rank_svm
tweet-sno-4	Q0	vclaim-sno-flying-horse	14	0.26520631	rank_svm
tweet-sno-4	Q0	vclaim-sno-presidential-erection	15	0.18038261	rank_svm
tweet-sno-4	Q0	vclaim-sno-plane-crash-video-disappearing-from-the-internet	16	0.15337481	rank_svm
tweet-sno-4	Q0	vclaim-sno-video-throws-race-into-chaos	17	0.14875007	rank_svm
tweet-sno-4	Q0	vclaim-sno-airliner-crash-video	18	0.14455681	rank_svm
tweet-sno-4	Q0	vclaim-sno-aerial-footage-anti-trump-rally	19	0.14102471	rank_svm
tweet-sno-4	Q0	vclaim-sno-ufo-new-jersey-tiktok	20	0.13410718	rank_svm
tweet-sno-5	Q0	vclaim-sno-obama-shaking-hands-rouhani	1	4.24652569	rank_svm
tweet-sno-5	Q0	vclaim-sno-trump-iran-tweets-obama	2	2.70290649	rank_svm
tweet-sno-5	Q0	vclaim-sno-video-of-drone-strike-soleimani	3	2.02069213	rank_svm
tweet-sno-5	Q0	vclaim-sno-sasha-obama-drive-by-shootout	4	1.75891521	rank_svm
tweet-sno-5	Q0	vclaim-sno-obama-we-deserved-911	5	1.61053994	rank_svm
tweet-sno-5	Q0	vclaim-sno-a-closed-captioned-reaction-2	6	1.52931554	rank_svm
tweet-sno-5	Q0	vclaim-sno-general-eaton-iran-deal	7	1.4988977	rank_svm
tweet-sno-5	Q0	vclaim-sno-muslim-government-in-the-us	8	1.4702274	rank_svm
tweet-sno-5	Q0	vclaim-sno-trump-tweet-nicolle-wallace	9	1.36039868	rank_svm
tweet-sno-5	Q0	vclaim-sno-trump-death-hoax	10	1.34911911	rank_svm
tweet-sno-5	Q0	vclaim-sno-donald-trump-called-president-obama-a-lying-nr	11	1.34880639	rank_svm
tweet-sno-5	Q0	vclaim-sno-obama-called-libya-a-sht-show-and-media-was-silent	12	1.26291488	rank_svm
tweet-sno-5	Q0	vclaim-sno-carl-paladino-obama-comments	13	1.21187645	rank_svm
tweet-sno-5	Q0	vclaim-sno-obama-pointing-trump-painting	14	1.20371816	rank_svm
tweet-sno-5	Q0	vclaim-sno-trump-anonymous-identity	15	1.16511756	rank_svm
tweet-sno-5	Q0	vclaim-sno-obama-agree-trump-administration-immigration-policies	16	1.00704351	rank_svm
tweet-sno-5	Q0	vclaim-sno-is-barack-obama-more-self-referential-than-donald-trump	17	0.98588598	rank_svm
tweet-sno-5	Q0	vclaim-sno-white-house-benghazi-response	18	0.66306863	rank_svm
tweet-sno-5	Q0	vclaim-sno-django-unchained-death-real	19	0.3528025	rank_svm
tweet-sno-5	Q0	vclaim-sno-iranian-negotiator-discusses-nuclear-deal	20	0.17892623	rank_svm
tweet-sno-6	Q0	vclaim-sno-wedding-rings-holocaust-victims	1	3.3842097	rank_svm
tweet-sno-6	Q0	vclaim-sno-facebook-korean-war-photo	2	2.73454923	rank_svm
tweet-sno-6	Q0	vclaim-sno-polish-wwii-chairs	3	2.24073797	rank_svm
tweet-sno-6	Q0	vclaim-sno-syrian-war-victims-are-being-recycled-and-al-quds-hospital-was-never-bombed	4	2.00799976	rank_svm
tweet-sno-6	Q0	vclaim-sno-second-wave-spanish-flu-wwi	5	1.85987679	rank_svm
tweet-sno-6	Q0	vclaim-sno-muslims-rip-american-flag	6	1.33550964	rank_svm
tweet-sno-6	Q0	vclaim-sno-man-head-stuck-wife	7	0.98962969	rank_svm
tweet-sno-6	Q0	vclaim-sno-hillary-clinton-victims-of-war	8	0.96826794	rank_svm
tweet-sno-6	Q0	vclaim-sno-young-woman-burned-alive	9	0.90911234	rank_svm
tweet-sno-6	Q0	vclaim-sno-little-timmy-facebook-flag	10	0.89975732	rank_svm
tweet-sno-6	Q0	vclaim-sno-disarmament	11	0.89639219	rank_svm
tweet-sno-6	Q0	vclaim-sno-protester-holding-holidays-matter-sign	12	0.84055746	rank_svm
tweet-sno-6	Q0	vclaim-sno-christmas-truce	13	0.57071033	rank_svm
tweet-sno-6	Q0	vclaim-sno-airliner-crash-video	14	0.44731006	rank_svm
tweet-sno-6	Q0	vclaim-sno-plane-crash-havana-photo	15	0.29593167	rank_svm
tweet-sno-6	Q0	vclaim-sno-poppy-sale-ban	16	0.19580438	rank_svm
tweet-sno-6	Q0	vclaim-sno-deadliest-days-usa-history	17	0.18361386	rank_svm
tweet-sno-6	Q0	vclaim-sno-did-singer-lana-del-rey-ban-american-flags-at-her-concerts	18	0.15206272	rank_svm
tweet-sno-6	Q0	vclaim-sno-dry-drowning	19	0.14644318	rank_svm
tweet-sno-6	Q0	vclaim-sno-caravan-burning-flag	20	0.1337562	rank_svm
tweet-sno-7	Q0	vclaim-sno-iran-trump-bounty	1	6.61140969	rank_svm
tweet-sno-7	Q0	vclaim-sno-obama-bribed-iran-400-million-to-release-u-s-prisoners	2	3.049271	rank_svm
tweet-sno-7	Q0	vclaim-sno-bernie-sanders-iran-hostage-crisis	3	3.01532006	rank_svm
tweet-sno-7	Q0	vclaim-sno-video-of-drone-strike-soleimani	4	2.77552743	rank_svm
tweet-sno-7	Q0	vclaim-sno-eric-trump-tweet-iran-strike	5	2.65650263	rank_svm
tweet-sno-7	Q0	vclaim-sno-dems-flags-half-mast-soleimani	6	2.44082612	rank_svm
tweet-sno-7	Q0	vclaim-sno-trump-iran-tweets-obama	7	1.79567445	rank_svm
tweet-sno-7	Q0	vclaim-sno-gop-delayed-iran-prisoner-release-election	8	1.70130365	rank_svm
tweet-sno-7	Q0	vclaim-sno-iran-marry-daughters-law	9	1.59420563	rank_svm
tweet-sno-7	Q0	vclaim-sno-paid-protesters-donald-trumps-inauguration	10	1.44439422	rank_svm
tweet-sno-7	Q0	vclaim-sno-donald-trump-punishment-for-abortion	11	1.19775198	rank_svm
tweet-sno-7	Q0	vclaim-sno-youcef-nadarkhani-prayer-request	12	1.05529604	rank_svm
tweet-sno-7	Q0	vclaim-sno-clinton-kerry-nominated-for-nobel-peace-prize	13	1.03550316	rank_svm
tweet-sno-7	Q0	vclaim-sno-trump-pro-life-remarks	14	1.02526954	rank_svm
tweet-sno-7	Q0	vclaim-sno-embassy-meme	15	0.99206153	rank_svm
tweet-sno-7	Q0	vclaim-sno-donald-trump-terrorism-tweet	16	0.92943342	rank_svm
tweet-sno-7	Q0	vclaim-sno-trump-checks-to-retirees	17	0.68060661	rank_svm
tweet-sno-7	Q0	vclaim-sno-buried-woman-stoned-photo	18	0.4592807	rank_svm
tweet-sno-7	Q0	vclaim-sno-saudi-female-activist-execution	19	0.17939931	rank_svm
tweet-sno-7	Q0	vclaim-sno-iran-nuclear-deal-citizenship	20	0.14206628	rank_svm
tweet-sno-8	Q0	vclaim-sno-is-minecraft-shutting-down	1	5.76519053	rank_svm
tweet-sno-8	Q0	vclaim-sno-google-exec-rigging-trump	2	2.62102141	rank_svm
tweet-sno-8	Q0	vclaim-sno-baby-gorilla-harambe-mcharambeface	3	1.65461685	rank_svm
tweet-sno-8	Q0	vclaim-sno-hugh-mann-alien-life-mars	4	1.58097513	rank_svm
tweet-sno-8	Q0	vclaim-sno-twitter-shutting-down-in-2017	5	1.52097268	rank_svm
tweet-sno-8	Q0	vclaim-sno-tiktok-zombies-finland	6	1.52083444	rank_svm
tweet-sno-8	Q0	vclaim-sno-southern-illinois-university-social-justice-warriors	7	0.9374794	rank_svm
tweet-sno-8	Q0	vclaim-sno-farts-kill-mosquitoes-uganda	8	0.91433848	rank_svm
tweet-sno-8	Q0	vclaim-sno-costco-response-facebook	9	0.91268557	rank_svm
tweet-sno-8	Q0	vclaim-sno-melania-trump-last-christmas	10	0.83598537	rank_svm
tweet-sno-8	Q0	vclaim-sno-polar-bears-extinct-by-2100	11	0.83206176	rank_svm
tweet-sno-8	Q0	vclaim-sno-paris-muslim-siege-false	12	0.79603942	rank_svm
tweet-sno-8	Q0	vclaim-sno-tokyo-set-off-fireworks-2020	13	0.77417068	rank_svm
tweet-sno-8	Q0	vclaim-sno-twitter-star-of-david	14	0.71106259	rank_svm
tweet-sno-8	Q0	vclaim-sno-trump-ad-banned-facebook	15	0.69390065	rank_svm
tweet-sno-8	Q0	vclaim-sno-worldwide-chocolate-shortage	16	0.18802241	rank_svm
tweet-sno-8	Q0	vclaim-sno-sun-lockdown	17	0.17256739	rank_svm
tweet-sno-8	Q0	vclaim-sno-hot-dog-dog-meat	18	0.15479732	rank_svm
tweet-sno-8	Q0	vclaim-sno-loreal-violent-white-race	19	0.14730175	rank_svm
tweet-sno-8	Q0	vclaim-sno-facebook-ban-posts-save-children	20	0.14104065	rank_svm
tweet-sno-9	Q0	vclaim-sno-is-minecraft-shutting-down	1	1.70425039	rank_svm
tweet-sno-9	Q0	vclaim-sno-minecraft-sex-mods	2	1.67246133	rank_svm
tweet-sno-9	Q0	vclaim-sno-disney-world-holiday-box	3	1.44252119	rank_svm
tweet-sno-9	Q0	vclaim-sno-facebook-lords-prayer	4	1.35168002	rank_svm
tweet-sno-9	Q0	vclaim-sno-biden-tweet-pandemic	5	1.32555022	rank_svm
tweet-sno-9	Q0	vclaim-sno-tomi-lahren-biden-supporters-loot	6	1.30042718	rank_svm
tweet-sno-9	Q0	vclaim-sno-adam-butsch-gallows-post-facebook	7	1.13407275	rank_svm
tweet-sno-9	Q0	vclaim-sno-story-land-closing	8	1.08640441	rank_svm
tweet-sno-9	Q0	vclaim-sno-did-trump-say-he-loved-rioters	9	1.04224427	rank_svm
tweet-sno-9	Q0	vclaim-sno-nativity-seen	10	0.98228928	rank_svm
tweet-sno-9	Q0	vclaim-sno-instagod	11	0.91218274	rank_svm
tweet-sno-9	Q0	vclaim-sno-im-sorry-im-late-blm-sign	12	0.77142733	rank_svm
tweet-sno-9	Q0	vclaim-sno-whataburger-closing-its-doors	13	0.73617034	rank_svm
tweet-sno-9	Q0	vclaim-sno-minecraft-for-mein-kampf-mixup	14	0.63518498	rank_svm
tweet-sno-9	Q0	vclaim-sno-kamala-harris-protests	15	0.61113285	rank_svm
tweet-sno-9	Q0	vclaim-sno-is-kik-messenger-app-shutting-down	16	0.25481141	rank_svm
tweet-sno-9	Q0	vclaim-sno-disneyland-reopening-holidays	17	0.22813665	rank_svm
tweet-sno-9	Q0	vclaim-sno-did-british-pub-chain-ban-remembrance-poppies	18	0.14754116	rank_svm
tweet-sno-9	Q0	vclaim-sno-school-shooter-video-game	19	0.14177194	rank_svm
tweet-sno-9	Q0	vclaim-sno-kohls-bankrupt-closing-818-stores	20	0.12275134	rank_svm
tweet-sno-10	Q0	vclaim-sno-minecraft-for-mein-kampf-mixup	1	4.41562483	rank_svm
tweet-sno-10	Q0	vclaim-sno-minecraft-sex-mods	2	1.85757708	rank_svm
tweet-sno-10	Q0	vclaim-sno-lancasters-centerville-elementary-school-cancels-offensive-christmas-play	3	1.56635666	rank_svm
tweet-sno-10	Q0	vclaim-sno-daddy-data-care	4	1.53788093	rank_svm
tweet-sno-10	Q0	vclaim-sno-donated-toys-returned	5	1.34386691	rank_svm
tweet-sno-10	Q0	vclaim-sno-text-nhs-worker-coronavirus	6	1.26875435	rank_svm
tweet-sno-10	Q0	vclaim-sno-treasure-of-the-sierra-padre	7	1.23221012	rank_svm
tweet-sno-10	Q0	vclaim-sno-saudi-man-buy-2-airbus-a350s	8	1.10510825	rank_svm
tweet-sno-10	Q0	vclaim-sno-rare-vhs-tapes	9	0.83618368	rank_svm
tweet-sno-10	Q0	vclaim-sno-xbox-one-death	10	0.8252682	rank_svm
tweet-sno-10	Q0	vclaim-sno-walmart-seizure-robbery	11	0.73064521	rank_svm
tweet-sno-10	Q0	vclaim-sno-big-dick-machine-gun-toy	12	0.63929693	rank_svm
tweet-sno-10	Q0	vclaim-sno-arden-weenus-meat-softener	13	0.63411732	rank_svm
tweet-sno-10	Q0	vclaim-sno-sonia-disowns-rahul-hoax	14	0.60293273	rank_svm
tweet-sno-10	Q0	vclaim-sno-man-finds-weird-cave	15	0.56627733	rank_svm
tweet-sno-10	Q0	vclaim-sno-evan-trembley	16	0.16993157	rank_svm
tweet-sno-10	Q0	vclaim-sno-ecstasy-halloween-candy	17	0.13718516	rank_svm
tweet-sno-10	Q0	vclaim-sno-did-sick-childs-classmates-refuse-birthday	18	0.12931472	rank_svm
tweet-sno-10	Q0	vclaim-sno-roald-dahl-and-the-measles	19	0.12611811	rank_svm
tweet-sno-10	Q0	vclaim-sno-walmart-customer-finds-dead-baby-in-discount-dvd-bin	20	0.12327677	rank_svm
tweet-sno-11	Q0	vclaim-sno-trump-cut-from-home-alone-2	1	6.85586563	rank_svm
tweet-sno-11	Q0	vclaim-sno-trump-taxes-smart	2	1.71511235	rank_svm
tweet-sno-11	Q0	vclaim-sno-onlyfans-trump-ban-capitol	3	1.55349412	rank_svm
tweet-sno-11	Q0	vclaim-sno-nascar-national-anthem	4	1.30719921	rank_svm
tweet-sno-11	Q0	vclaim-sno-false-donald-trump-ban-canada	5	1.25265851	rank_svm
tweet-sno-11	Q0	vclaim-sno-canada-marijuana-federal-debt	6	1.20021713	rank_svm
tweet-sno-11	Q0	vclaim-sno-donald-trump-primary-ballots	7	1.14118114	rank_svm
tweet-sno-11	Q0	vclaim-sno-cnn-took-crooked-out-of-trump-tweet-about-clinton	8	1.05339018	rank_svm
tweet-sno-11	Q0	vclaim-sno-diahann-carroll-donald-trump	9	0.81728867	rank_svm
tweet-sno-11	Q0	vclaim-sno-monthly-refugee-benefits	10	0.79924279	rank_svm
tweet-sno-11	Q0	vclaim-sno-trump-stockpile-ventilators	11	0.7866141	rank_svm
tweet-sno-11	Q0	vclaim-sno-consumer-rebate-program	12	0.69909926	rank_svm
tweet-sno-11	Q0	vclaim-sno-trump-public-officials-pay	13	0.6505088	rank_svm
tweet-sno-11	Q0	vclaim-sno-trump-noble-prize-tweets	14	0.62995332	rank_svm
tweet-sno-11	Q0	vclaim-sno-trudeau-sex-scandal-school	15	0.62907761	rank_svm
tweet-sno-11	Q0	vclaim-sno-rashida-tlaib-arrest-facebook	16	0.60731238	rank_svm
tweet-sno-11	Q0	vclaim-sno-biden-hat-trump-maga	17	0.52233313	rank_svm
tweet-sno-11	Q0	vclaim-sno-obama-created-more-jobs-trump	18	0.48160566	rank_svm
tweet-sno-11	Q0	vclaim-sno-child-support-abolished	19	0.45975921	rank_svm
tweet-sno-11	Q0	vclaim-sno-did-dems-really-do-all-of-this	20	0.12736458	rank_svm
tweet-sno-12	Q0	vclaim-sno-bloomberg-campaign-prisoners	1	6.78497197	rank_svm
tweet-sno-12	Q0	vclaim-sno-flip-or-flop-stars-tarek-and-christina-el-moussa-part-ways	2	2.85639899	rank_svm
tweet-sno-12	Q0	vclaim-sno-1918-quarantine-ad-for-phone	3	2.63893379	rank_svm
tweet-sno-12	Q0	vclaim-sno-illinois-goodwill-disabled-staff	4	2.21593256	rank_svm
tweet-sno-12	Q0	vclaim-sno-nike-alabama	5	1.77710422	rank_svm
tweet-sno-12	Q0	vclaim-sno-trump-quote-mueller-report	6	1.71648463	rank_svm
tweet-sno-12	Q0	vclaim-sno-snapchat-shutting-end-2017-prank	7	1.43031962	rank_svm
tweet-sno-12	Q0	vclaim-sno-nytimes-wiretap-articles	8	1.29657473	rank_svm
tweet-sno-12	Q0	vclaim-sno-piers-morgan-trump-letter	9	1.21966261	rank_svm
tweet-sno-12	Q0	vclaim-sno-taco-bell-dog	10	1.2119834	rank_svm
tweet-sno-12	Q0	vclaim-sno-nfl-donations-black-lives-matter	11	1.10234745	rank_svm
tweet-sno-12	Q0	vclaim-sno-donna-brazile-leaves-cnn	12	1.03443377	rank_svm
tweet-sno-12	Q0	vclaim-sno-mush-vroom-pizza	13	0.94856476	rank_svm
tweet-sno-12	Q0	vclaim-sno-msnbc-producer-quit	14	0.927586	rank_svm
tweet-sno-12	Q0	vclaim-sno-ac-moore-closing-down	15	0.68953197	rank_svm
tweet-sno-12	Q0	vclaim-sno-biden-hat-trump-maga	16	0.66336567	rank_svm
tweet-sno-12	Q0	vclaim-sno-teacher-meth-bite-students	17	0.57630042	rank_svm
tweet-sno-12	Q0	vclaim-sno-c-span-video-joe-biden-ukraine	18	0.55399617	rank_svm
tweet-sno-12	Q0	vclaim-sno-joe-you-know-i-won-letter-trump	19	0.2112461	rank_svm
tweet-sno-12	Q0	vclaim-sno-rbg-brethren-quote	20	0.12357929	rank_svm
tweet-sno-13	Q0	vclaim-sno-nazi-flag-menorah-hanukkah	1	4.59026764	rank_svm
tweet-sno-13	Q0	vclaim-sno-war-games	2	2.26320848	rank_svm
tweet-sno-13	Q0	vclaim-sno-feast-of-friends	3	1.65313669	rank_svm
tweet-sno-13	Q0	vclaim-sno-draketown-swastika-nazis	4	1.63792458	rank_svm
tweet-sno-13	Q0	vclaim-sno-make-germany-great-again	5	1.63104938	rank_svm
tweet-sno-13	Q0	vclaim-sno-adolf-hitler-smashing-the-nucleus	6	1.56464041	rank_svm
tweet-sno-13	Q0	vclaim-sno-immigrants-numbers-arms	7	1.16542624	rank_svm
tweet-sno-13	Q0	vclaim-sno-goebbels-intellectuals-yield-stronger	8	0.98455302	rank_svm
tweet-sno-13	Q0	vclaim-sno-nyt-1924-hitler-tamed-by-prison	9	0.74240862	rank_svm
tweet-sno-13	Q0	vclaim-sno-somewhere-over-rainbow-holocaust	10	0.69768513	rank_svm
tweet-sno-13	Q0	vclaim-sno-hitler-holding-bible	11	0.2444227	rank_svm
tweet-sno-13	Q0	vclaim-sno-trump-riot-camp-auschwitz-shirt	12	0.22331476	rank_svm
tweet-sno-13	Q0	vclaim-sno-trump-photographed-with-charlottesville-white-nationalist	13	0.19271559	rank_svm
tweet-sno-13	Q0	vclaim-sno-1922-new-york-times-hitler	14	0.16614769	rank_svm
tweet-sno-13	Q0	vclaim-sno-aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt	15	0.15951599	rank_svm
tweet-sno-13	Q0	vclaim-sno-heil-walker	16	0.15384301	rank_svm
tweet-sno-13	Q0	vclaim-sno-mlk-flip-off	17	0.14881655	rank_svm
tweet-sno-13	Q0	vclaim-sno-islamic-agenda	18	0.14096542	rank_svm
tweet-sno-13	Q0	vclaim-sno-obama-malcolm-x-king	19	0.13741216	rank_svm
tweet-sno-13	Q0	vclaim-sno-inflatable-sex-doll	20	0.13454925	rank_svm
tweet-sno-14	Q0	vclaim-sno-lindsey-graham-crime-impeach	1	3.25444802	rank_svm
tweet-sno-14	Q0	vclaim-sno-newsweek-report-trump-impeachment	2	3.18573696	rank_svm
tweet-sno-14	Q0	vclaim-sno-dems-impeach-gop-presidents	3	2.89778906	rank_svm
tweet-sno-14	Q0	vclaim-sno-graham-impeachment-obstruction	4	2.58548994	rank_svm
tweet-sno-14	Q0	vclaim-sno-lindsey-graham-nominate-trump	5	2.01917325	rank_svm
tweet-sno-14	Q0	vclaim-sno-schiff-refuse-gop-talk	6	1.87714505	rank_svm
